parent_cluster,parent_name,sub_cluster,sub_name,sub_description,movie_count,avg_confidence
13,War and Human Struggle,7,Eastern Frontline Thrillers,"Characterized by high-stakes action and suspense, these films focus on Asian settings and feature intense, thrilling narratives.",8,1.0
14,The Biographical Odyssey Cluster,0,Comedic Biographical Romps,"Characterized by an emphasis on comedic storytelling and lighthearted tone, setting this sub-cluster apart from the more serious biographical odysseys of its parent rail.",36,0.996
14,The Biographical Odyssey Cluster,1,Thriller Biographics,"Characterized by an emphasis on suspenseful narratives and political intrigue, distinguishing them from the broader biographical odyssey cluster.",11,1.0
14,The Biographical Odyssey Cluster,2,East Asian Epics,"Characterized by a strong focus on Asian culture, history, and politics, with an emphasis on dramatic storytelling set against the backdrop of East Asia.",24,0.953
14,The Biographical Odyssey Cluster,3,American Exceptionalism Sub-Cluster,"Characterized by an emphasis on American identity, social class, and historical context, setting it apart from its biographical counterparts.",15,1.0
14,The Biographical Odyssey Cluster,4,The Eastern Epic Cluster,"Characterized by an emphasis on Asian settings, cultural heritage, and historical themes, distinguishing it from the broader Biographical Odyssey Cluster with its focus on Indian and Southeast Asian stories.",6,0.959
14,The Biographical Odyssey Cluster,5,Historical Figures' Quests,"This sub-cluster focuses on biographical narratives that emphasize personal struggles and moral explorations, often set against the backdrop of historical events or social movements.",42,0.997
14,The Biographical Odyssey Cluster,6,Dark Coming-of-Age Narratives,"Characterized by a focus on the protagonist's psychological struggles and violent crimes, often with a dismal and unsettling tone.",11,0.884
14,The Biographical Odyssey Cluster,7,Triumph Over Adversity,"This sub-cluster stands out from its parent by focusing on uplifting, feel-good narratives with a strong emphasis on overcoming challenges and achieving success.",18,0.991
14,The Biographical Odyssey Cluster,8,Epic Historical Quests,"Characterized by prominent religious themes, historical narratives, and adventure elements, setting it apart from the broader biographical odyssey cluster.",17,0.992
14,The Biographical Odyssey Cluster,9,Epic Historical Narratives,"Characterized by grandiose storytelling, lavish production values, and a focus on historical figures and events.",15,0.933
14,The Biographical Odyssey Cluster,10,War-Era Coming-of-Age,"Character-driven narratives set during World War II, emphasizing personal growth and relationships amidst historical turmoil.",12,1.0
14,The Biographical Odyssey Cluster,11,Comedic Triumphs,"Characterized by an emphasis on humor and lightheartedness, with a focus on comedic protagonists and uplifting emotional tones.",7,0.776
14,The Biographical Odyssey Cluster,12,Crime-Driven Biographies,"Characterized by intense crime narratives and a focus on justice, these films diverge from their biographical counterparts with a heightened emphasis on action and suspense.",10,1.0
14,The Biographical Odyssey Cluster,13,American Triumphalism Cluster,"Characterized by an emphasis on overcoming adversity and achieving success, often with a focus on American culture and historical context.",18,0.993
14,The Biographical Odyssey Cluster,14,Action-Driven Epics,"Characterized by intense action sequences, suspenseful atmosphere, and a focus on heroic struggle, distinguishing them from the more introspective biographical narratives of the parent rail.",21,0.994
14,The Biographical Odyssey Cluster,15,Epic Historical Quests,"Characterized by a focus on grand, action-packed narratives set against historical or mythological backdrops.",16,0.995
14,The Biographical Odyssey Cluster,16,Medieval Epics,"Characterized by historical and cultural focus, often set in medieval Europe with a strong emphasis on narrative driven by context.",16,0.996
14,The Biographical Odyssey Cluster,17,Epic Masterpiece Cluster,"Characterized by grand, sweeping narratives and an emphasis on artistic expression, philosophical exploration, and historical context.",7,0.964
14,The Biographical Odyssey Cluster,18,Family Formative Trauma,"Characterized by an intense focus on family struggles and formative hardships, setting it apart from the broader biographical odyssey cluster.",6,0.942
14,The Biographical Odyssey Cluster,19,Family Triumphs and Tragedies,"Character-driven dramas focusing on family struggles, redemption, and personal growth, often with a mix of uplifting and melancholic tones.",13,1.0
14,The Biographical Odyssey Cluster,20,Romantic Biographical Odyssey,"Characterized by an emphasis on personal relationships and emotional journeys, distinguishing it from the broader biographical odyssey cluster.",33,0.991
14,The Biographical Odyssey Cluster,21,California Dream Odyssey,"Characterized by a strong emphasis on California setting and themes, distinct from the broader biographical odyssey cluster.",8,1.0
14,The Biographical Odyssey Cluster,22,The Theatrical Biopic Cluster,"Characterized by elevated emphasis on visual and philosophical storytelling, distinct from the broader biographical odyssey cluster through its focus on cinematic craftsmanship and intellectual exploration.",15,1.0
14,The Biographical Odyssey Cluster,23,Action-Driven Epics,"Characterized by high action and adventure elements, with a focus on heroic journeys and personal struggles.",7,0.817
14,The Biographical Odyssey Cluster,24,The Intellectual Quest Cluster,"Characterized by a focus on philosophical and intellectual exploration, this sub-cluster delves into the inner workings of historical personalities' minds.",29,0.974
14,The Biographical Odyssey Cluster,25,European Aristocratic Dramas,"Characterized by their focus on affluent social classes and European settings, with a strong emphasis on biographical narratives and romantic drama.",10,1.0
14,The Biographical Odyssey Cluster,26,Epic Historical Dramas,"Characterized by grand, sweeping narratives and meticulous attention to historical detail.",8,1.0
14,The Biographical Odyssey Cluster,27,The Historical Epic Subcluster,"Characterized by a strong focus on historical context, cultural significance, and deliberate visual storytelling.",12,0.987
14,The Biographical Odyssey Cluster,28,Dark Biographical Realism,"Characterized by a focus on the darker aspects of human experience and historical events, setting it apart from the more traditional biographical odysseys in The Biographical Odyssey Cluster.",16,1.0
14,The Biographical Odyssey Cluster,29,Southern Crime Thrillers,"Characterized by their dark, gritty portrayal of crime and law enforcement in the American South.",7,1.0
14,The Biographical Odyssey Cluster,30,Crime's Dark Reflection,"Characterized by an intense focus on crime and psychological suspense, setting it apart from its biographical counterparts.",18,1.0
14,The Biographical Odyssey Cluster,31,Crime-Fueled Biographies,"This sub-cluster combines elements of crime thrillers and biographical narratives, focusing on the darker aspects of historical figures' lives.",16,1.0
14,The Biographical Odyssey Cluster,32,Crime-Fueled Odyssey,"Characterized by intense crime and suspenseful narratives, setting it apart from its biographical counterparts with a focus on thrilling chases and relentless investigations.",8,1.0
15,The Biographical Odyssey Cluster,0,The Historical Renaissance Subcluster,"Characterized by an intense focus on historical context, cultural significance, and biographical narrative, setting it apart from its parent cluster with a more nuanced exploration of the human experience.",14,0.776
15,The Biographical Odyssey Cluster,1,Urban Psychological Thrillers,Characterized by intense psychological drama and complex relationships set against the backdrop of New York City.,11,0.942
15,The Biographical Odyssey Cluster,2,Southern American Epics,"Characterized by a strong focus on rural, Southern-set stories with classic fall-rise plot arcs and a lead worth cheering for.",5,0.604
16,Wholesome Family Fantasies,0,Family Friendly Farce,"Character-driven comedies with minimal fantasy elements, focusing on witty humor and relatable family dynamics.",12,0.88
16,Wholesome Family Fantasies,1,Immersive Fantasy Escapism,"Characterized by an emphasis on visually stunning worlds, magical creatures, and thrilling adventures, setting it apart from the parent rail's focus on more grounded, feel-good narratives.",17,0.912
16,Wholesome Family Fantasies,2,Epic Quests and Realms,"Characterized by high levels of fantasy world-building, adventure, and epic storytelling, distinguishing it from the more lighthearted and family-focused Wholesome Family Fantasies.",53,0.972
16,Wholesome Family Fantasies,3,Comedic Escapism Cluster,"Characterized by an emphasis on lighthearted, humorous storytelling and a focus on entertaining family-friendly adventures.",18,0.978
16,Wholesome Family Fantasies,4,Lighthearted Mythic Romps,"Characterized by an emphasis on comedic fantasy elements, whimsical creatures, and heartwarming family dynamics.",9,0.895
16,Wholesome Family Fantasies,5,Southern Gothic Fantasies,"Characterized by a strong emphasis on moral redemption and rural settings, distinct from Wholesome Family Fantasies' focus on family dramas and sentimental tone.",13,0.841
16,Wholesome Family Fantasies,6,Heartwarming Life Stories,"Character-driven dramas focusing on family, hardship, and healing, distinct from Wholesome Family Fantasies by prioritizing realistic, poignant narratives over fantastical elements.",68,0.992
16,Wholesome Family Fantasies,7,Heartwarming Quests,"Characterized by a strong emphasis on friendship and camaraderie, setting it apart from its wholesome family fantasy counterparts.",55,0.989
16,Wholesome Family Fantasies,8,Family Friendly Farce,"Characterized by an emphasis on slapstick humor, absurdity, and lighthearted adventure.",19,0.98
16,Wholesome Family Fantasies,9,Fantastical Coming-of-Age Quests,"Character-driven by youthful adventures and supernatural elements, with a focus on narrative-driven storytelling over traditional family dynamics.",5,0.841
16,Wholesome Family Fantasies,10,Lighthearted Escapism,"Characterized by an emphasis on humor, adventure, and positive emotional tone, setting it apart from its parent rail with a focus on more dramatic or serious themes.",16,1.0
16,Wholesome Family Fantasies,11,Epic Quests and Wonderlands,"Characterized by an emphasis on high-stakes adventure, fantastical world-building, and a focus on the protagonist's journey.",8,0.978
16,Wholesome Family Fantasies,12,Family Friendly Follies,"Characterized by an emphasis on situational humor and wholesome comedy, setting it apart from its parent rail with a focus on everyday family life.",19,1.0
16,Wholesome Family Fantasies,13,Romantic Whimsy Cluster,"Characterized by an emphasis on lighthearted, comedic romance and heartwarming emotional tone, distinguishing it from the parent rail's focus on family-centric narratives.",6,0.967
16,Wholesome Family Fantasies,14,Heartwarming American Romps,"Characterized by a strong emphasis on wholesome, family-centric storytelling with a focus on romantic relationships and comedic elements.",11,1.0
17,Medieval Fantasy Odyssey Cluster,0,Modernized Medieval Thrillers,"Characterized by a focus on action, supernatural phenomena, and fast-paced narratives set in modern America.",22,0.535
17,Medieval Fantasy Odyssey Cluster,1,American Romantic Quests,"Characterized by a focus on romantic drama, female-centric narratives, and coming-of-age tales set in America.",8,0.341
17,Medieval Fantasy Odyssey Cluster,2,Dark Medieval Quests,"Characterized by a focus on retribution and moral complexity, with a somber atmosphere and fewer fantastical elements than the parent rail.",17,0.853
17,Medieval Fantasy Odyssey Cluster,3,Submerged Realms,"Characterized by an emphasis on atmospheric, narrative-driven storytelling and a focus on the inner journeys of its protagonists.",10,0.574
17,Medieval Fantasy Odyssey Cluster,4,Chivalric Dramas,Character-driven medieval fantasies emphasizing noble themes and familial struggles over fantastical elements.,10,0.659
17,Medieval Fantasy Odyssey Cluster,5,Contemporary Urban Fantasy,"Characterized by late 20th and early 21st century narratives, urban settings, and a blend of horror, drama, and fantasy elements.",9,0.504
17,Medieval Fantasy Odyssey Cluster,6,Epic Quests and Heroes,"This sub-cluster emphasizes grand adventures, heroic protagonists, and a focus on good vs. evil conflicts, setting it apart from the parent rail's emphasis on historical and fantastical elements.",5,0.917
17,Medieval Fantasy Odyssey Cluster,7,Island Infusions,"Characterized by an emphasis on island settings, comedic protagonists, and fantastical elements, distinguishing it from the parent rail's focus on traditional medieval fantasy tropes.",15,0.862
18,Whimsical Fantastical Comedies,0,Romantic Escapism Subcluster,"Characterized by an emphasis on feel-good narratives, heterosexual relationships, and a focus on family restoration, this subcluster diverges from the parent rail's broader exploration of fantastical worlds and narrative originality.",16,0.972
18,Whimsical Fantastical Comedies,1,Fantastical Quest Comedies,"Characterized by an emphasis on absurd, humorous adventures and group quests over individual self-discovery or romantic relationships.",14,0.794
18,Whimsical Fantastical Comedies,2,Urban Whimsy Comedies,"Characterized by their focus on romantic relationships and NYC settings, with a blend of fantasy elements and comedic tone.",5,1.0
18,Whimsical Fantastical Comedies,3,Darkly Satirical Whimsy,"This sub-cluster stands out from its parent with a focus on sharp, irreverent humor and biting social commentary.",11,0.699
18,Whimsical Fantastical Comedies,4,Dramatic Whimsy Subversion,"This sub-cluster combines the fantastical elements of 'Whimsical Fantastical Comedies' with a heightened focus on drama, character development, and social commentary.",12,0.945
18,Whimsical Fantastical Comedies,5,Ethereal Comedy Explorations,"Characterized by an emphasis on philosophical and intellectual exploration, elevated cinematography, and a focus on mood over traditional comedic elements.",14,0.856
18,Whimsical Fantastical Comedies,6,Romantic Realms,"Characterized by a strong emphasis on family, relationships, and sentimental narratives, setting it apart from its whimsical fantastical comedy parent rail.",6,0.96
18,Whimsical Fantastical Comedies,7,Romantic Fantasies with Mortalities,"This sub-cluster combines whimsical fantastical elements with a focus on romance, loss, and mortality, setting it apart from the parent rail's emphasis on humor and lightheartedness.",17,1.0
18,Whimsical Fantastical Comedies,8,Urban Satirical Romps,"This sub-cluster distinguishes itself from its parent rail by focusing on comedies set in New York City, often incorporating satire and moral exploration.",12,0.935
18,Whimsical Fantastical Comedies,9,Comedic Fantasies with Bite,"This sub-cluster stands out from its parent rail by incorporating darker wit, supernatural elements, and a focus on adventure comedy, setting it apart as a more irreverent and subversive take on the whimsical fantastical comedy genre.",15,1.0
18,Whimsical Fantastical Comedies,10,Comedic Anarchy Subcluster,"Characterized by an emphasis on absurd humor, satire, and unconventional storytelling, setting it apart from its whimsical fantastical comedy parent rail.",14,0.981
20,Gritty Crime Comedies,0,Psychological Gritty Thrillers,"Characterized by a darker, more introspective tone and exploration of psychological complexities.",12,0.449
20,Gritty Crime Comedies,1,American Action Comedies,"Characterized by an emphasis on fast-paced action and comedic protagonists, setting a distinct tone from grittier crime comedies.",47,0.762
21,Romantic Realities,0,Wartime Romances,"Characterized by their focus on action, adventure, and suspenseful narratives set during wartime, distinguishing them from the parent rail's emphasis on romance and relationships.",17,0.95
21,Romantic Realities,1,Dark Romantic Realities,"Characterized by heightened tension and crime elements, distinguishing it from the parent rail's focus on romance and relationships.",15,0.831
21,Romantic Realities,2,Fantastical Quests,"Characterized by an emphasis on action, adventure, and fantasy elements, setting it apart from the more introspective and emotionally focused Romantic Realities.",25,0.986
21,Romantic Realities,3,Bittersweet Entanglements,"Character-driven romantic dramas with a focus on poignant, relatable narratives and suppressed action/adventure elements.",64,0.964
22,Dark Fantasy Horror Realm,0,Whimsical Dark Fantasy,"Characterized by an emphasis on humor, fantastical elements, and energetic emotional tone, setting it apart from the darker, more somber films of the parent rail.",33,0.708
22,Dark Fantasy Horror Realm,1,French Noir Dark Fantasy,"Characterized by its focus on atmospheric, morally complex narratives set against the backdrop of 1950s and 60s Los Angeles and France.",6,0.348
22,Dark Fantasy Horror Realm,2,Psychological Shadows Realm,"Characterized by an intense focus on the inner turmoil and psychological struggles of its protagonists, setting it apart from the more action-oriented and supernatural elements found in the parent Dark Fantasy Horror Realm.",6,0.853
22,Dark Fantasy Horror Realm,3,Psychological Dark Realms,"Characterized by intense psychological horror and suspense, distinguishing it from the parent rail's focus on overt supernatural elements.",24,0.439
22,Dark Fantasy Horror Realm,4,Dark European Gothic,"Characterized by a focus on rural settings, psychological suspense, and somber atmospheres, with a emphasis on cultural context and female-centric narratives.",13,0.936
22,Dark Fantasy Horror Realm,5,Medieval Macabre Realms,"Characterized by pre-modern settings, rural storylines, and a focus on medieval fantasy elements, with an emphasis on atmospheric tension and visual beauty.",7,0.785
23,Coming-of-Age Romances,0,Romantic Comedies of Adulthood,"This sub-cluster focuses on adult relationships, humor, and romantic drama, distinguishing itself from its parent rail by emphasizing the comedic aspects of coming-of-age narratives.",19,0.885
23,Coming-of-Age Romances,1,Comedic Coming-of-Ages,"Characterized by a strong emphasis on humor and lighthearted tone, setting it apart from more dramatic coming-of-age romances.",13,0.922
23,Coming-of-Age Romances,2,Feature 1007 and Self-Discovery,"Characterized by strong emphasis on female friendships, early life dramas, and personal growth, setting it apart from the parent rail's focus on romantic relationships.",16,0.747
23,Coming-of-Age Romances,3,Romantic Dramas of Self-Discovery,"Characterized by a strong focus on psychological challenges and self-discovery, often with a more serious tone than typical coming-of-age romances.",5,0.69
23,Coming-of-Age Romances,4,European Coming-of-Age Melancholy,"Characterized by a focus on introspective, post-war narratives set in Europe, exploring themes of family struggles and psychological distress.",15,0.674
25,French Romantic Dramas,0,French Coming-of-Age Romances,"Characterized by a strong focus on formative hardships, self-discovery, and relationships, setting it apart from the parent rail's emphasis on mourning, culture, and visual authorship.",8,0.539
25,French Romantic Dramas,1,Dark French Romantics,"Characterized by their intense, melancholic exploration of human relationships and morality.",15,0.449
25,French Romantic Dramas,2,French Coming-of-Age Romances,"Characterized by self-discovery and relationships, with a focus on personal growth and transformation.",17,0.985
25,French Romantic Dramas,3,French Comedies of Heart,"Characterized by their lighthearted tone and focus on female friendships, these films subvert the typical dramatic intensity of French Romantic Dramas.",6,0.854
25,French Romantic Dramas,4,French Comedic Romances,"Characterized by their lighthearted tone, comedic elements, and feel-good narratives.",11,0.693
25,French Romantic Dramas,5,French Existentialist Romances,"Characterized by their exploration of existential crises and moral dilemmas, setting them apart from more traditional French Romantic Dramas.",12,0.726
25,French Romantic Dramas,6,French Dark Realism,"Characterized by a focus on psychological suspense, unsettling tone, and unconventional storytelling, setting it apart from its parent rail's emphasis on romance and hopeful narratives.",7,0.537
26,The Shadowed Thrill Ride,0,Psychological Family Thrills,"Characterized by a focus on family struggles, self-discovery, and psychological manipulation, setting it apart from the parent rail's emphasis on crime, detection, and action.",8,0.87
26,The Shadowed Thrill Ride,1,Psychological Descent into Darkness,"Characterized by an increased emphasis on psychological turmoil and atmospheric unease, setting it apart from its thriller parent rail.",29,0.953
26,The Shadowed Thrill Ride,2,Thrilling Social Commentary,"This sub-cluster distinguishes itself from The Shadowed Thrill Ride by focusing on socially conscious themes and issues, elevating elements like crime, culture, and social class above the parent rail's emphasis on suspense and thrills.",8,1.0
26,The Shadowed Thrill Ride,3,Thrill Ride of Paranoia,"Characterized by an intense focus on psychological turmoil and self-discovery, setting it apart from its parent rail's emphasis on crime and pursuit of justice.",28,0.938
26,The Shadowed Thrill Ride,4,Dark Aesthetic Subversion,"This sub-cluster distinguishes itself from 'The Shadowed Thrill Ride' by emphasizing a focus on intellectual exploration, philosophical themes, and unconventional directorial approaches, often at the expense of traditional thriller elements.",9,0.907
26,The Shadowed Thrill Ride,5,Dark American Noir Odyssey,"Characterized by an intense focus on psychological crime and neighborhood stories, with a distinctively dark tone and emphasis on pursuit of justice.",27,0.993
26,The Shadowed Thrill Ride,6,Thrilling Noir Escapades,"Characterized by a focus on witty banter, comedic relief, and lighthearted tone, setting it apart from the darker, more suspenseful thrill rides of its parent rail.",9,0.702
26,The Shadowed Thrill Ride,7,European Noir Thriller,"Characterized by its dark, atmospheric setting and emphasis on intellectual puzzle-solving over action-driven thrills.",29,0.913
26,The Shadowed Thrill Ride,8,American Crime Odyssey,"Characterized by its focus on American settings and law enforcement narratives, distinct from the parent rail's emphasis on global thrills and chases.",30,0.932
26,The Shadowed Thrill Ride,9,Dark European Noir Thrills,"Characterized by its emphasis on dark, gritty storytelling and a focus on European settings, this sub-cluster elevates the crime thriller genre with a unique blend of suspenseful plots and morally complex characters.",12,1.0
26,The Shadowed Thrill Ride,10,Thrilling Deceptions,"Characterized by an emphasis on clever plot twists, deception, and psychological manipulation, setting it apart from its parent rail with a focus on thrill rides.",41,0.968
27,The European Noir Thrillers,0,Psychological Crime Thrillers,"Characterized by heightened psychological suspense and complex, twisty plots.",11,0.549
27,The European Noir Thrillers,1,European Comedy Thrillers,"Characterized by incorporating comedic elements and focusing on friendships, self-discovery, and cultural exploration.",47,0.799
29,Romantic NYC Comedies,0,Dark Romantic NYC,"Characterized by its focus on psychological distress and moral conflict, this sub-cluster explores the complexities of love and relationships in a gritty, post-war New York City.",48,0.662
29,Romantic NYC Comedies,1,Comedic Love Stories,"Characterized by a strong focus on humor and lighthearted romance, distinguishing it from its parent rail's emphasis on more dramatic or poignant romantic narratives.",6,0.28
29,Romantic NYC Comedies,2,Optimistic Love Stories,"Characterized by an emphasis on lighthearted, feel-good narratives and relationships over more complex or dramatic themes.",26,0.845
30,Romantic Comedies of Self-Discovery,0,California Dream RomComs,"Characterized by their focus on the entertainment industry and California settings, which sets them apart from other Romantic Comedies of Self-Discovery with more emphasis on moral exploration and cultural context.",52,0.988
30,Romantic Comedies of Self-Discovery,1,European Romantic Dramas of Sorrow,"Characterized by their focus on melancholic atmospheres, moral conflicts, and somber tones, these films diverge from the parent rail's emphasis on comedic elements and happy endings.",41,0.962
30,Romantic Comedies of Self-Discovery,2,Family-Focused RomComs,"Characterized by an emphasis on family dynamics and relationships, setting it apart from more self-focused romantic comedies within the parent rail.",20,0.975
30,Romantic Comedies of Self-Discovery,3,Island Rom-Coms of Growth,"This sub-cluster distinguishes itself from the parent rail by focusing on female-centric narratives and island settings, while suppressing traditional elements like late 20th/early 21st century narratives and moral exploration.",47,0.975
30,Romantic Comedies of Self-Discovery,4,Family-Driven Rom-Coms,"This sub-cluster emphasizes family dynamics and struggles, setting it apart from the broader Romantic Comedies of Self-Discovery rail by focusing on the protagonist's journey through family relationships and experiences.",18,0.911
30,Romantic Comedies of Self-Discovery,5,Female-Centric RomComs of Growth,"This sub-cluster emphasizes female friendships and bonding as a central aspect of self-discovery, setting it apart from the parent rail's focus on romantic relationships.",13,0.997
30,Romantic Comedies of Self-Discovery,6,Romantic Comedies with Mortal Stakes,"This sub-cluster adds a sense of urgency and mortality to the traditional romantic comedy, often incorporating family drama and self-discovery into a more serious narrative.",8,0.891
30,Romantic Comedies of Self-Discovery,7,European Romantic Dramas of Growth,"This sub-cluster distinguishes itself from its parent rail by emphasizing a strong focus on European settings, dramatic narrative, and explorations of hardship, loss, and healing.",19,0.944
30,Romantic Comedies of Self-Discovery,8,Wholesome Romantic Escapades,"Characterized by an emphasis on lighthearted, feel-good storytelling and a focus on uplifting emotional experiences.",14,0.973
30,Romantic Comedies of Self-Discovery,9,Romantic Comedies of Turbulent Awakening,"Characterized by heightened emotional intensity and moral complexity, these films delve deeper into the protagonist's inner struggle and relationships.",6,0.951
30,Romantic Comedies of Self-Discovery,10,European Romantic Escapes,"Characterized by its focus on charming, feel-good narratives set against the backdrop of European cultures and landscapes.",17,0.955
30,Romantic Comedies of Self-Discovery,11,Romantic Dramas of Redemption,This sub-cluster distinguishes itself from the parent rail by incorporating deeper moral exploration and a greater emphasis on character growth and redemption.,14,0.988
30,Romantic Comedies of Self-Discovery,12,Comedies of American Escapism,"Characterized by lighthearted humor and optimistic tone, focusing on comedic protagonists navigating life and relationships in the United States.",10,1.0
30,Romantic Comedies of Self-Discovery,13,Whimsical Romantic Escapades,"Characterized by an emphasis on lighthearted humor, comedic plot twists, and a focus on the protagonist's journey of self-discovery through romantic relationships.",18,1.0
30,Romantic Comedies of Self-Discovery,14,Sports Rom-Coms of Growth,"This sub-cluster combines romantic comedy with sports settings, emphasizing personal growth and self-discovery through athletic competition.",9,0.927
30,Romantic Comedies of Self-Discovery,15,Comedies of Empowerment,"This sub-cluster stands out from its parent rail by focusing on stories that not only explore themes of self-discovery but also prioritize female empowerment, social justice, and overcoming adversity.",5,0.984
30,Romantic Comedies of Self-Discovery,16,Comedies of Heartfelt Awakening,"This sub-cluster differs from its parent by prioritizing humor and situational comedy over more dramatic or introspective elements, resulting in a lighter, more uplifting tone.",11,1.0
30,Romantic Comedies of Self-Discovery,17,Comedies of Relatable Struggle,"This sub-cluster stands out from its parent rail by incorporating more dramatic and realistic elements, such as family struggles and psychological distress, while maintaining a comedic tone.",20,1.0
30,Romantic Comedies of Self-Discovery,18,American Romantic Dramedies,"Characterized by their blend of comedy, drama, and American settings, emphasizing self-discovery and moral exploration.",15,0.96
30,Romantic Comedies of Self-Discovery,19,Comedic Self-Discovery Escapades,"Characterized by lighthearted, humorous explorations of identity and relationships.",6,1.0
30,Romantic Comedies of Self-Discovery,20,American Buddy RomComs,"Character-driven, music-infused comedies that explore self-discovery through female friendships and relationships set against an American backdrop.",6,1.0
30,Romantic Comedies of Self-Discovery,21,Comedies of Relentless Pursuit,"Characterized by a relentless chase and fast-paced humor, distinguishing it from Romantic Comedies of Self-Discovery's focus on introspection and emotional growth.",10,1.0
30,Romantic Comedies of Self-Discovery,22,Comedies of Heartfelt Growth,Character-driven romantic comedies that prioritize emotional depth and self-discovery over dramatic complexity.,8,1.0
30,Romantic Comedies of Self-Discovery,23,European Existential RomComs,"Characterized by a focus on introspection, cultural exploration, and melancholic undertones set against the backdrop of European landscapes.",12,1.0
30,Romantic Comedies of Self-Discovery,24,British Romantic Melancholy,"This sub-cluster stands out from its parent rail by emphasizing a more somber, introspective tone and British settings, while downplaying lighthearted humor and upbeat emotional arcs.",10,0.949
30,Romantic Comedies of Self-Discovery,25,European Melancholic Romances,"Characterized by a focus on mood, atmosphere, and psychological distress, set against the backdrop of European locations and often featuring somber endings.",13,0.982
30,Romantic Comedies of Self-Discovery,26,European Romantic Dramas of Self-Discovery,"Characterized by their focus on introspection, atmospheric settings, and complex narratives, these films diverge from the parent rail's emphasis on lighthearted romance and happy endings.",6,1.0
30,Romantic Comedies of Self-Discovery,27,European Romantic Dramas of Self-Discovery,"Characterized by poignant European settings and a focus on drama over comedy, these films explore themes of self-discovery through complex, emotionally charged narratives.",17,1.0
30,Romantic Comedies of Self-Discovery,28,Romantic Comedies of Inner Turmoil,"This sub-cluster distinguishes itself from its parent rail by incorporating more dramatic and introspective elements, often featuring flawed protagonists and complex emotional landscapes.",5,0.949
30,Romantic Comedies of Self-Discovery,29,Romantic Comedies of Turbulent Awakening,"This sub-cluster stands out from its parent rail by emphasizing a deeper exploration of psychological distress, moral temptation, and the unraveling of trust in relationships.",8,0.959
32,LA Noir Thrillers,0,Psychological Crime Dramas,"Characterized by heightened psychological suspense and somber atmosphere, with a focus on complex mysteries and crime investigations.",17,0.586
32,LA Noir Thrillers,1,Comedic Noir Subversion,"Characterized by elevated comedic elements and suppressed dark, suspenseful themes typical of LA Noir Thrillers.",31,0.83
32,LA Noir Thrillers,2,California Gothic Horror,"Characterized by an emphasis on psychological horror, supernatural phenomena, and a somber tone, setting it apart from LA Noir Thrillers' focus on crime and corruption.",21,0.846
32,LA Noir Thrillers,3,High-Octane Hard-Boiled Thrillers,"Characterized by amplified action sequences, intense buddy camaraderie, and a focus on justice over atmospheric mood.",9,0.922
32,LA Noir Thrillers,4,Noir Thrill Ride,"Characterized by amplified action and suspense, setting it apart from LA Noir Thrillers' focus on crime drama and moral complexity.",41,0.969
32,LA Noir Thrillers,5,LA Noir Thrillers: Resilience Reborn,"This sub-cluster emphasizes female-centric narratives and overcoming adversity, setting it apart from its parent rail by prioritizing the resilience of its protagonists.",13,0.945
32,LA Noir Thrillers,6,Dark Social Commentary,"This sub-cluster stands out from LA Noir Thrillers by focusing on the intersection of social class, moral conflict, and psychological suspense to create a unique exploration of the darker aspects of human nature.",18,0.943
33,Comedic Quests and Capers,0,Satirical Escapades,"This sub-cluster stands out from its parent by incorporating sharp, irreverent humor and social commentary, often at the expense of traditional adventure tropes.",30,0.739
33,Comedic Quests and Capers,1,California Comedic Caper Coasters,"Characterized by their lighthearted, feel-good narratives set against the backdrop of California's sun-kissed landscapes.",23,0.904
33,Comedic Quests and Capers,2,Eastern-Driven Comedic Adventures,"Characterized by an emphasis on Asian culture and setting, often with a focus on martial arts and action sequences.",19,0.818
34,Buddy Cop Comedies,0,Psychological Buddy Cops,"This sub-cluster combines the buddy cop comedy format with deeper, darker themes and complex character studies.",18,0.476
34,Buddy Cop Comedies,1,High-Octane Buddy Cops,"Characterized by increased emphasis on action, violence, and thrilling chases, setting it apart from more lighthearted buddy cop comedies.",48,0.814
34,Buddy Cop Comedies,2,High-Octane Buddy Cops,"Characterized by an emphasis on action-packed chases and comedic buddy relationships, setting them apart from more lighthearted or character-driven buddy cop comedies.",17,0.823
34,Buddy Cop Comedies,3,New York City Buddy Comedies,"Characterized by their metropolitan settings and focus on male friendships, these films stand out from the parent rail with a heightened emphasis on relatable protagonists and positive emotional tone.",7,0.558
34,Buddy Cop Comedies,4,Amicable Anarchy Sub-Cluster,"Characterized by an emphasis on comedic camaraderie and lighthearted banter, this sub-group diverges from the parent rail's focus on action-packed buddy cop partnerships.",29,0.838
35,Southern Gothic Thrillers,0,Southern Crime Noir,"Characterized by a focus on crime and moral redemption, distinct from Southern Gothic Thrillers' emphasis on family, morality, and psychological suspense.",9,0.618
35,Southern Gothic Thrillers,1,Thriller Subversions,"Characterized by an increased emphasis on psychological suspense, violent crimes, and somber atmosphere, while suppressing elements of mainstream appeal and heroic narratives typical of the Southern Gothic Thrillers parent rail.",8,0.765
35,Southern Gothic Thrillers,2,Thriller Noir Revival,"Characterized by the incorporation of action and crime elements, distinguishing it from its Southern Gothic Thriller parent rail.",20,0.953
36,Crime Thrillers of Despair,0,Psychological Crime Dramas,"Character-driven explorations of moral complexity and self-discovery, often set against a backdrop of social class and cultural context.",26,0.425
